,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13650,Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008.0,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04
13651,Clannad,PSP,2008.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04
13652,Headhunter: Redemption,PS2,2004.0,Action,Sega,0.02,0.01,0.0,0.0,0.04
13653,Stuntman,GBA,2003.0,Racing,Atari,0.03,0.01,0.0,0.0,0.04
13654,The Chase: Felix Meets Felicity,DS,2009.0,Action,Atari,0.04,0.0,0.0,0.0,0.04
13655,Time Travelers,3DS,2012.0,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04
13656,WSC Real 11: World Snooker Championship,X360,2011.0,Sports,Koch Media,0.0,0.03,0.0,0.0,0.04
13657,Dead Rising,PS4,2016.0,Action,Capcom,0.02,0.0,0.01,0.01,0.04
13658,Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04
13659,Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016.0,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04
13660,Syndicate Wars,PS,1997.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04
13661,Sonic PC Collection,PC,2009.0,Misc,Sega,0.0,0.04,0.0,0.0,0.04
13662,Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04
13663,DuckTales: Remastered,X360,2013.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04
13664,Draglade (JP sales),DS,2007.0,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04
13665,Herc's Adventures,PS,1997.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04
13666,Tiger Woods PGA Tour Golf,GBA,2002.0,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04
13667,SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04
13668,Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04
13669,CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04
13670,Bomberman: Act Zero,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13671,All Points Bulletin,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04
13672,Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13673,Astro Boy: The Video Game,PSP,2009.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04
13674,The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04
13675,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007.0,Racing,Black Bean Games,0.03,0.0,0.0,0.0,0.04
13676,Game of Thrones (Telltale),PS3,2015.0,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.04
13677,Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04
13678,Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04
13679,Free Running,Wii,2009.0,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04
13680,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015.0,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04
13681,Dreamfall: The Longest Journey,XB,2006.0,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04
13682,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995.0,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04
13683,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13684,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13685,Zatch Bell! Mamodo Fury,GC,2005.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13686,JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04
13687,SpongeBob: HeroPants,3DS,2015.0,Platform,Activision,0.03,0.0,0.0,0.0,0.04
13688,Dora's Big Birthday Adventure,PS2,2010.0,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04
13689,PopStar Guitar,PS2,2008.0,Misc,XS Games,0.02,0.01,0.0,0.0,0.04
13690,NHL Blades of Steel 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
13691,Outlaw Volleyball Remixed,PS2,2004.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.04
13692,Corpse Party: Blood Covered - Repeated Fear,3DS,2015.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
13693,The Adventures of Darwin,PS2,2006.0,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04
13694,Berserk and the Band of the Hawk,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13695,Just Sing! Vol. 2,DS,2011.0,Misc,PQube,0.0,0.03,0.0,0.0,0.04
13696,Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13697,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001.0,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04
13698,Metal Gear Solid V: The Definitive Experience,PS4,2016.0,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04
13699,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011.0,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.04
13700,Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04
13701,Gal Gun: Double Peace,PSV,2015.0,Action,PQube,0.0,0.02,0.01,0.01,0.04
13702,Warhammer: Dark Omen,PS,1998.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04
13703,Denki Blocks!,GBA,2001.0,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04
13704,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13705,Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.0,0.04
13706,A Ressha de Ikou DS,DS,2009.0,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.04
13707,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13708,Ballistic,PS,1999.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04
13709,Colin McRae Rally 3,XB,2002.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
13710,City Builder,Wii,2010.0,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04
13711,Don Bradman Cricket 14,XOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04
13712,TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04
13713,Gundam Battle Online,DC,2001.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13714,Shonen Jump's One Piece: Grand Adventure,GC,2006.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13715,NatGeo Challenge! Wild Life,Wii,2010.0,Misc,Black Bean Games,0.03,0.0,0.0,0.0,0.04
13716,Holly Hobbie & Friends,DS,2007.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
13717,Stolen,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04
13718,Glacier2,Wii,2009.0,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04
13719,Gitaroo Man Lives!,PSP,2006.0,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04
13720,Stoked: Big Air Edition,X360,2009.0,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04
13721,Heathcliff! Frantic Foto,DS,2010.0,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04
13722,Memories Off 6: T-Wave,PS2,2008.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
13723,LEGO Jurassic World,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
13724,Pro Race Driver,XB,2003.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
13725,Famicom Remix Best Choice,3DS,2015.0,Action,Nintendo,0.0,0.0,0.04,0.0,0.04
13726,Ide Yosuke no Mahjong Kazoku,PS,1995.0,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04
13727,Jig-A-Pix: Pets,DS,2009.0,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04
13728,R-Type Command (correct US sales),PSP,2007.0,Strategy,Rising Star Games,0.04,0.0,0.0,0.0,0.04
13729,Quiz Mobile Gundam: Toi Senshi DX,PSP,2006.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13730,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001.0,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.04
13731,Story Hour: Fairy Tales,Wii,2008.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04
13732,The Movies,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04
13733,Countdown Vampires,PS,1999.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04
13734,Dynasty Warriors Vol. 2 (JP sales),PSP,2006.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13735,Crypt Killer,PS,1997.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
13736,Tokumei Sentai Go-Busters,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13737,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002.0,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04
13738,The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13739,FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04
13740,Train Simulator 2016,PC,2015.0,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04
13741,PO'ed,PS,1996.0,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04
13742,Battle Hunter,PS,1999.0,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04
13743,Wicked Monster Blast!,Wii,2011.0,Shooter,PQube,0.03,0.0,0.0,0.0,0.04
13744,Adidas Power Soccer,PS,1996.0,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.04
13745,Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.0,0.04
13746,Darklight Conflict,PS,1997.0,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.04
13747,Shin Hayarigami,PS3,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13748,Warriors Orochi 3,XOne,2014.0,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04
13749,Dragon Ball: Advanced Adventure,GBA,2004.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13750,Art of Fighting 3: The Path of the Warrior,NG,1996.0,Fighting,SNK,0.0,0.0,0.04,0.0,0.04
13751,I'm A Celebrity: Get Me Out of Here!,DS,2009.0,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04
13752,The Ripping Friends,GBA,2002.0,Action,THQ,0.03,0.01,0.0,0.0,0.04
13753,Konami Arcade Classics,PS,1999.0,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
13754,Hunter x Hunter: Wonder Adventure,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13755,Lost Planet 3,PC,2013.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04
13756,Super Army War,GBA,2005.0,Action,Flashpoint Games,0.03,0.01,0.0,0.0,0.04
13757,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13758,Echo Night Beyond,PS2,2004.0,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04
13759,Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04
13760,Minna no Chizu,PSP,2006.0,Misc,Zenrin,0.0,0.0,0.04,0.0,0.04
13761,Doom II: Hell on Earth,GBA,2002.0,Shooter,Activision,0.03,0.01,0.0,0.0,0.04
13762,Taikou Risshiden V,PSP,2009.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13763,Jikkyou Powerful Major League,GC,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13764,NASCAR Heat Evolution,XOne,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.0,0.04
13765,Suzumiya Haruhi no Tsuisou,PSP,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13766,Beyblade Evolution,3DS,2013.0,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04
13767,Ar Nosurge: Ode to an Unborn Star,PSV,2014.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13768,Evolution Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13769,Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
13770,Greg Hastings' Tournament Paintball Max'd,DS,2006.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.04
13771,Jikkyou World Soccer 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13772,Sleepover Party,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04
13773,Halo: Combat Evolved,PC,2003.0,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04
13774,Tenshou Gakuen Gekkouroku,PS2,2006.0,Adventure,Asmik Ace Entertainment,0.0,0.0,0.04,0.0,0.04
13775,Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04
13776,Ski-Doo Snowmobile Challenge,X360,2009.0,Racing,Valcon Games,0.03,0.0,0.0,0.0,0.04
13777,Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04
13778,Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13779,Ragnarok Odyssey,PS3,2014.0,Role-Playing,GungHo,0.03,0.0,0.0,0.01,0.04
13780,Texas Hold 'Em Poker DS,DS,2005.0,Misc,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04
13781,Big Mutha Truckers,GBA,2005.0,Racing,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04
13782,Magical Starsign (JP sales),DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.04,0.0,0.04
13783,Assassin's Creed Chronicles: China,PS4,2015.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04
13784,DT Carnage,PSP,2009.0,Racing,Agetec,0.03,0.0,0.0,0.0,0.04
13785,Worms: Ultimate Mayhem,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04
13786,Rugby 08,PS2,2007.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04
13787,GoPets: Vacation Island,DS,2008.0,Simulation,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04
13788,Pia Carrot e Youkoso!! 2.5,DC,2008.0,Adventure,NEC Interchannel,0.0,0.0,0.04,0.0,0.04
13789,Caesar IV,PC,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13790,Sherlock Holmes: Secret of The Silver Earring,Wii,2010.0,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.0,0.04
13791,Ferrari Challenge Trofeo Pirelli,PS3,2008.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04
13792,Cy Girls,PS2,2004.0,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
13793,Ray Gigant,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13794,APB Reloaded,PC,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04
13795,The Sum of All Fears,GBA,2002.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04
13796,Da Capo I & II Plus Situation Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13797,Winning Post 8 ,PSV,2014.0,Racing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13798,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04
13799,Bubble Bobble Double Shot,DS,2007.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04
13800,Bionicle Heroes,Wii,2007.0,Shooter,Eidos Interactive,0.03,0.0,0.0,0.0,0.04
13801,Harry Potter and the Order of the Phoenix,PC,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04
13802,Minority Report: Everybody Runs,GBA,2002.0,Action,Activision,0.03,0.01,0.0,0.0,0.04
13803,Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,Capcom,0.0,0.0,0.04,0.0,0.04
13804,C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04
13805,Garfield: The Search for Pooky,GBA,2003.0,Platform,Game Factory,0.03,0.01,0.0,0.0,0.04
13806,Galaxy Fight,SAT,1994.0,Fighting,Sunsoft,0.0,0.0,0.04,0.0,0.04
13807,Super Hero Generation,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13808,Chaos Wars,PS2,2006.0,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04
13809,Steambot Chronicles,PS2,2005.0,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04
13810,Mr. Driller,PS,1999.0,Puzzle,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04
13811,Toki no Kizuna: Sekigahara Kitan,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04
13812,Norn9: Norn + Nonette,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13813,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007.0,Adventure,D3Publisher,0.0,0.0,0.04,0.0,0.04
13814,Gumby vs. the Astrobots,GBA,2005.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13815,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04
13816,Scaler,GC,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
13817,Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,PQube,0.0,0.03,0.0,0.01,0.04
13818,Chaos;Head Noah,X360,2009.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
13819,Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04
13820,Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009.0,Strategy,Aqua Plus,0.0,0.0,0.04,0.0,0.04
13821,Legasista,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13822,Fatal Fury: Battle Archives Volume 1,PS2,2006.0,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04
13823,Logic Machines,DS,2009.0,Puzzle,City Interactive,0.03,0.0,0.0,0.0,0.04
13824,Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04
13825,Nobunaga's Ambition II,3DS,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13826,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13827,OutRun 2006: Coast 2 Coast,PSP,2006.0,Racing,Sega,0.03,0.01,0.0,0.0,0.04
13828,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13829,Rhapsody: A Musical Adventure,PS,1998.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.04
13830,Fading Shadows,PSP,2008.0,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.04
13831,Music Maker: Rockstar,PS2,2009.0,Misc,Magix,0.02,0.01,0.0,0.0,0.04
13832,Smashing Drive,XB,2002.0,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13833,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008.0,Misc,GungHo,0.0,0.0,0.04,0.0,0.04
13834,Without Warning,PS2,2005.0,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04
13835,Formula 1 06,PS2,2006.0,Racing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13836,Fighting Vipers 2,DC,2000.0,Fighting,Sega,0.0,0.0,0.04,0.0,0.04
13837,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005.0,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13838,Richard Burns Rally,PC,2004.0,Racing,SCi,0.0,0.03,0.0,0.01,0.04
13839,Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04
13840,Beatdown: Fists of Vengeance,XB,2005.0,Action,Capcom,0.03,0.01,0.0,0.0,0.04
13841,Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04
13842,Enchanted Arms (JP sales),PS3,2007.0,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04
13843,Trine 2,PC,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
13844,Monster Force,GBA,2002.0,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04
13845,Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007.0,Misc,Sega,0.0,0.0,0.04,0.0,0.04
13846,Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.0,0.04
13847,Clock Zero: Shuuen no Ichibyou Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13848,Trick x Logic: Season 2,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13849,San Goku Shi DS 3,DS,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13850,Hakuouki: Zuisouroku,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13851,World Championship Pool 2004,XB,2003.0,Sports,Jaleco,0.03,0.01,0.0,0.0,0.04
13852,Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04
13853,Jikkyou Powerful Major League 2009,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13854,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04
13855,SD Gundam Force: Showdown!,PS2,2004.0,Shooter,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04
13856,The Treasures of Montezuma,DS,2010.0,Puzzle,Foreign Media Games,0.02,0.01,0.0,0.0,0.04
13857,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13858,Flow: Urban Dance Uprising,PS2,2005.0,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04
13859,Ailu de Puzzle,PSP,2012.0,Action,Capcom,0.0,0.0,0.04,0.0,0.04
13860,Real Soccer 2008,DS,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04
13861,Transport Fever,PC,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04
13862,True Pinball,PS,1996.0,Misc,Ocean,0.02,0.01,0.0,0.0,0.04
13863,Homefront: The Revolution,PC,2016.0,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04
13864,Stadium Games,GBA,2003.0,Sports,Ignition Entertainment,0.03,0.01,0.0,0.0,0.04
13865,RLH: Run Like Hell,XB,2003.0,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04
13866,Power Play Pool,DS,2006.0,Sports,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04
13867,J-League Pro Striker 2,GEN,1994.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04
13868,Obscure,XB,2004.0,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04
13869,Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13870,Super Robot Taisen: Scramble Commander the 2nd,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.04,0.0,0.04
13871,Just Dance 2017,XOne,2016.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04
13872,Just Dance 2017,X360,2016.0,Misc,Ubisoft,0.02,0.02,0.0,0.0,0.04
13873,Stranger of Sword City,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04
13874,Jane's Hotel,DS,2010.0,Simulation,Unknown,0.03,0.0,0.0,0.0,0.04
13875,Espgaluda II Black Label,X360,2010.0,Shooter,Cave,0.0,0.0,0.04,0.0,0.04
13876,Hot Potato!,GBA,2001.0,Action,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
13877,The Croods: Prehistoric Party!,3DS,2013.0,Misc,D3Publisher,0.01,0.02,0.0,0.0,0.04
13878,World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04
13879,Kiniro no Corda 2 f,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13880,Pro Evolution Soccer 2017,X360,2016.0,Sports,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.04
13881,World in Conflict: Complete Edition,PC,2009.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
13882,Deception III: Dark Delusion,PS,1999.0,Role-Playing,Tecmo Koei,0.02,0.01,0.0,0.0,0.04
13883,Ultimate Game Room,DS,2009.0,Misc,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04
13884,Warhammer: The End Times - Vermintide,PS4,2016.0,Action,Games Workshop,0.01,0.02,0.0,0.01,0.04
13885,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015.0,Misc,Shogakukan,0.0,0.0,0.04,0.0,0.04
13886,Secret Files 2: Puritas Cordis,PC,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04
